,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,lab
1560,1561,9,Promoter,Y,4,8,Married,Tier1,Card,10,M,m-comm,4,6,5,5,8,1
1563,1564,7,Passives,N,4,4,Not Married,Tier1,Ziggy Credit,5,F,e-comm,5,3,3,4,10,1
1565,1566,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,4,F,call,5,5,5,9,9,1
1570,1571,8,Passives,Y,4,6,Married,Tier2,Cash,7,M,m-comm,7,8,1,8,6,1
1574,1575,7,Passives,Y,4,2,Married,Tier3,Cash,6,M,call,8,5,5,1,7,1
1577,1578,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,3,F,call,8,5,7,2,9,1
1581,1582,10,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,7,8,4,1,9,1
1583,1584,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,7,F,m-comm,8,2,3,6,7,1
1584,1585,8,Passives,Y,4,10,Married,Tier1,Card,5,M,e-comm,8,3,9,5,7,1
1585,1586,7,Passives,N,4,10,Not Married,Tier2,e-Wallet,5,F,m-comm,4,5,5,4,7,1
1592,1593,9,Promoter,Y,4,5,Married,Tier1,Card,6,M,m-comm,8,6,2,1,7,1
1599,1600,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,10,4,6,3,7,1
1601,1602,10,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,7,6,9,5,8,1
1609,1610,7,Passives,N,4,5,Not Married,Tier2,e-Wallet,3,F,m-comm,8,3,5,1,9,1
1610,1611,7,Passives,Y,4,3,Married,Tier3,Cash,6,M,call,7,5,2,1,5,1
1611,1612,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,1,6,5,5,9,1
1612,1613,9,Promoter,Y,4,2,Married,Tier1,Card,10,M,m-comm,7,6,2,10,10,1
1613,1614,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,5,F,call,8,8,7,4,8,1
1622,1623,7,Passives,N,4,1,Married,Tier3,Cash,5,M,call,8,7,9,9,7,1
1623,1624,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,8,8,5,8,10,1
1625,1626,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,6,F,call,5,7,5,9,6,1
1626,1627,10,Promoter,Y,4,5,Married,Tier1,Cash,9,M,m-comm,9,2,9,1,7,1
1627,1628,9,Promoter,N,4,7,Not Married,Tier1,Ziggy Credit,9,F,m-comm,4,3,4,3,10,1
1629,1630,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,9,4,6,2,10,1
1631,1632,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,1,F,call,7,3,5,3,8,1
1632,1633,9,Promoter,Y,4,2,Married,Tier1,Card,9,M,m-comm,7,4,4,10,8,1
1635,1636,7,Passives,N,4,7,Not Married,Tier1,Ziggy Credit,5,F,e-comm,8,7,1,9,7,1
1637,1638,7,Passives,Y,4,5,Not Married,Tier3,e-Wallet,4,F,call,5,4,10,4,10,1
1643,1644,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,8,9,7,10,10,1
1646,1647,8,Passives,Y,4,1,Married,Tier3,Cash,5,M,call,6,3,1,4,7,1
1649,1650,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,2,F,call,5,8,3,9,10,1
1653,1654,10,Promoter,N,4,7,Married,Tier1,e-Wallet,5,F,m-comm,10,6,6,1,10,1
1655,1656,10,Promoter,N,4,5,Not Married,Tier1,Ziggy Credit,5,F,m-comm,1,8,3,2,8,1
1658,1659,9,Promoter,Y,4,8,Married,Tier1,Cash,5,M,m-comm,10,5,8,3,8,1
1660,1661,10,Promoter,Y,4,7,Married,Tier1,Card,5,M,call,6,3,2,4,7,1
1662,1663,7,Passives,Y,4,10,Married,Tier1,Cash,5,M,e-comm,1,1,4,1,10,1
1663,1664,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,6,5,10,7,9,1
1664,1665,7,Passives,N,4,10,Married,Tier3,Card,3,M,call,5,1,8,3,9,1
1668,1669,9,Promoter,Y,4,6,Married,Tier1,Card,6,M,m-comm,3,3,1,4,10,1
1674,1675,10,Promoter,Y,4,7,Married,Tier1,Cash,10,M,m-comm,10,1,8,1,10,1
1682,1683,10,Promoter,Y,4,8,Married,Tier1,Cash,5,M,m-comm,10,3,10,5,7,1
1683,1684,9,Promoter,Y,4,7,Married,Tier1,Ziggy Credit,8,F,call,3,7,1,1,8,1
1689,1690,10,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,7,2,1,1,9,1
1697,1698,8,Passives,Y,4,5,Not Married,Tier3,e-Wallet,1,F,call,5,7,3,6,8,1
1,2,7,Passives,N,4,6,Not Married,Tier2,e-Wallet,5,F,m-comm,8,10,6,4,3,2
8,9,6,Detractor,N,4,7,Married,Tier3,Card,4,M,call,5,5,10,1,1,2
19,20,3,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,5,F,call,10,9,8,8,3,2
21,22,0,Detractor,Y,4,10,Not Married,Tier1,e-Wallet,4,F,e-comm,10,9,5,1,6,2
24,25,0,Detractor,Y,4,1,Married,Tier1,Card,2,M,e-comm,9,10,5,3,3,2
25,26,1,Detractor,Y,4,3,Not Married,Tier2,e-Wallet,6,F,e-comm,9,7,5,4,4,2
26,27,1,Detractor,N,4,10,Married,Tier3,Cash,4,M,call,5,6,2,1,2,2
30,31,4,Detractor,Y,4,2,Married,Tier1,Cash,2,M,e-comm,10,8,4,2,5,2
34,35,8,Passives,Y,4,1,Married,Tier2,Cash,4,M,m-comm,10,9,9,4,2,2
35,36,4,Detractor,N,4,10,Not Married,Tier3,Ziggy Credit,4,F,call,4,6,2,3,1,2
39,40,5,Detractor,Y,4,8,Not Married,Tier1,Ziggy Credit,3,F,call,10,8,10,5,4,2
44,45,7,Passives,N,4,9,Married,Tier3,Card,4,M,call,6,9,6,3,1,2
47,48,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,7,9,4,2,1,2
48,49,1,Detractor,N,4,8,Married,Tier1,Card,1,M,call,10,7,9,3,2,2
53,54,1,Detractor,Y,4,5,Not Married,Tier3,e-Wallet,6,F,call,6,9,1,7,9,2
56,57,1,Detractor,N,4,8,Married,Tier3,Card,4,M,call,8,7,7,6,7,2
57,58,5,Detractor,Y,4,3,Not Married,Tier1,e-Wallet,1,F,m-comm,10,9,9,7,6,2
59,60,7,Passives,Y,4,10,Not Married,Tier3,Ziggy Credit,6,F,call,8,6,6,8,1,2
62,63,7,Passives,N,4,2,Married,Tier3,Cash,7,M,call,5,8,2,3,2,2
65,66,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,1,F,call,7,7,7,2,1,2
73,74,6,Detractor,Y,4,5,Not Married,Tier2,e-Wallet,1,F,m-comm,9,6,3,4,1,2
76,77,0,Detractor,Y,4,9,Married,Tier2,Card,7,M,m-comm,9,6,4,7,1,2
77,78,8,Passives,Y,4,2,Not Married,Tier3,e-Wallet,1,F,call,5,6,6,5,6,2
78,79,4,Detractor,Y,4,5,Married,Tier1,Cash,2,M,m-comm,10,9,9,4,4,2
81,82,3,Detractor,Y,4,9,Not Married,Tier1,e-Wallet,7,F,m-comm,9,8,3,6,6,2
83,84,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,2,F,call,5,8,5,1,1,2
85,86,1,Detractor,Y,4,3,Not Married,Tier2,e-Wallet,6,F,m-comm,10,8,10,10,1,2
89,90,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,3,F,call,6,5,2,4,2,2
93,94,3,Detractor,Y,4,9,Not Married,Tier1,e-Wallet,1,F,m-comm,10,6,4,6,1,2
94,95,1,Detractor,Y,4,4,Married,Tier2,Cash,7,M,m-comm,9,7,6,2,6,2
97,98,2,Detractor,Y,4,8,Not Married,Tier2,e-Wallet,1,F,m-comm,10,8,6,10,6,2
98,99,7,Passives,N,4,5,Married,Tier3,Cash,2,M,call,4,6,4,4,1,2
101,102,1,Detractor,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,4,10,5,4,4,2
102,103,4,Detractor,Y,4,4,Married,Tier1,Cash,3,M,m-comm,10,7,6,3,1,2
103,104,1,Detractor,Y,4,7,Not Married,Tier2,Ziggy Credit,5,F,m-comm,9,9,5,8,3,2
108,109,8,Passives,Y,4,8,Married,Tier1,Card,1,M,e-comm,10,9,4,3,3,2
119,120,7,Passives,Y,4,6,Not Married,Tier3,Ziggy Credit,2,F,call,7,9,5,5,1,2
123,124,4,Detractor,Y,4,8,Not Married,Tier1,Ziggy Credit,6,F,m-comm,10,6,10,3,2,2
125,126,1,Detractor,N,4,1,Not Married,Tier3,e-Wallet,7,F,call,4,8,9,2,3,2
133,134,5,Detractor,Y,4,10,Not Married,Tier2,e-Wallet,6,F,m-comm,10,9,3,9,2,2
134,135,8,Passives,Y,4,4,Married,Tier3,Cash,2,M,call,5,8,5,3,1,2
136,137,2,Detractor,Y,4,4,Married,Tier2,Card,7,M,m-comm,9,7,3,6,2,2
141,142,7,Passives,N,4,7,Not Married,Tier1,e-Wallet,2,F,e-comm,9,9,2,10,3,2
145,146,3,Detractor,Y,4,4,Not Married,Tier2,e-Wallet,2,F,m-comm,9,10,4,3,6,2
149,150,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,6,F,call,6,6,9,9,1,2
153,154,5,Detractor,Y,4,10,Not Married,Tier1,e-Wallet,5,F,m-comm,9,7,5,10,5,2
158,159,7,Passives,Y,4,10,Married,Tier3,Cash,6,M,call,4,8,2,7,5,2
160,161,2,Detractor,Y,4,10,Married,Tier2,Card,7,M,m-comm,10,8,7,3,4,2
162,163,1,Detractor,Y,4,8,Married,Tier1,Cash,5,M,m-comm,10,9,6,8,5,2
165,166,5,Detractor,Y,4,1,Not Married,Tier1,e-Wallet,5,F,m-comm,9,9,3,3,5,2
168,169,0,Detractor,Y,4,4,Married,Tier1,Card,5,M,m-comm,9,7,1,10,2,2
169,170,6,Detractor,Y,4,8,Not Married,Tier2,e-Wallet,7,F,m-comm,10,10,4,7,3,2
179,180,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,3,F,call,8,8,2,4,2,2
181,182,2,Detractor,Y,4,2,Not Married,Tier2,e-Wallet,1,F,m-comm,10,10,1,4,4,2
188,189,7,Passives,N,4,7,Married,Tier3,Card,3,M,call,4,6,2,8,1,2
189,190,1,Detractor,Y,4,3,Not Married,Tier1,e-Wallet,2,F,m-comm,10,8,9,3,5,2
193,194,7,Passives,N,4,6,Not Married,Tier2,e-Wallet,6,F,m-comm,10,10,9,2,3,2
195,196,5,Detractor,Y,4,1,Not Married,Tier1,Ziggy Credit,4,F,m-comm,10,9,10,2,3,2
201,202,0,Detractor,Y,4,3,Not Married,Tier1,e-Wallet,6,F,m-comm,10,7,9,10,3,2
202,203,5,Detractor,Y,4,10,Married,Tier2,Cash,3,M,m-comm,9,9,1,7,1,2
209,210,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,3,F,call,7,8,10,3,3,2
210,211,3,Detractor,Y,4,1,Married,Tier1,Cash,1,M,m-comm,10,9,5,5,5,2
212,213,7,Passives,N,4,6,Married,Tier3,Card,1,M,call,5,9,4,3,7,2
219,220,5,Detractor,Y,4,6,Not Married,Tier1,Ziggy Credit,6,F,m-comm,10,8,4,3,6,2
220,221,4,Detractor,Y,4,10,Married,Tier2,Card,4,M,m-comm,9,8,10,2,5,2
222,223,1,Detractor,Y,4,8,Married,Tier1,Cash,1,M,m-comm,9,7,8,5,2,2
223,224,5,Detractor,Y,4,1,Not Married,Tier2,Ziggy Credit,5,F,m-comm,10,7,5,2,5,2
224,225,7,Passives,N,4,7,Married,Tier3,Card,1,M,call,4,6,4,2,2,2
226,227,1,Detractor,Y,4,4,Married,Tier2,Cash,1,M,m-comm,10,7,5,7,3,2
230,231,7,Passives,Y,4,2,Married,Tier3,Cash,1,M,call,6,7,8,2,4,2
235,236,4,Detractor,Y,4,3,Not Married,Tier2,Ziggy Credit,4,F,m-comm,10,7,4,7,2,2
243,244,1,Detractor,Y,4,9,Not Married,Tier1,Ziggy Credit,6,F,m-comm,10,7,10,3,5,2
245,246,8,Passives,Y,4,8,Not Married,Tier3,e-Wallet,3,F,call,5,5,6,5,2,2
248,249,7,Passives,N,4,4,Married,Tier3,Card,2,M,call,5,7,5,4,6,2
251,252,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,2,F,call,6,9,4,6,5,2
253,254,4,Detractor,Y,4,10,Not Married,Tier2,e-Wallet,5,F,m-comm,9,6,2,10,4,2
256,257,8,Passives,Y,4,4,Married,Tier2,Card,4,M,m-comm,9,10,1,4,6,2
257,258,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,6,F,call,7,7,1,10,3,2
259,260,4,Detractor,Y,4,7,Not Married,Tier2,Ziggy Credit,3,F,call,10,8,5,8,6,2
261,262,6,Detractor,Y,4,9,Not Married,Tier1,e-Wallet,3,F,call,10,9,5,6,4,2
262,263,2,Detractor,Y,4,5,Married,Tier2,Cash,4,M,call,9,6,9,5,1,2
263,264,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,5,F,call,8,10,6,7,4,2
270,271,6,Detractor,Y,4,9,Married,Tier1,Cash,2,M,call,9,6,3,6,1,2
271,272,8,Passives,N,4,9,Not Married,Tier2,Ziggy Credit,6,F,m-comm,10,7,1,1,1,2
273,274,6,Detractor,Y,4,2,Not Married,Tier1,e-Wallet,5,F,call,9,9,8,7,5,2
277,278,7,Passives,N,4,8,Not Married,Tier2,e-Wallet,4,F,m-comm,9,8,2,7,2,2
278,279,7,Passives,N,4,3,Married,Tier3,Cash,4,M,call,8,9,6,4,4,2
279,280,5,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,3,F,call,9,7,8,2,1,2
283,284,0,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,2,F,call,10,7,6,10,3,2
285,286,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,2,F,call,10,10,9,3,2,2
292,293,2,Detractor,N,4,1,Married,Tier2,Card,6,M,call,9,7,7,3,1,2
294,295,5,Detractor,N,4,10,Married,Tier1,Cash,4,M,call,10,10,5,7,2,2
295,296,0,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,3,F,call,9,9,2,8,4,2
300,301,4,Detractor,N,4,5,Married,Tier1,Card,1,M,call,10,8,9,6,6,2
301,302,1,Detractor,N,4,10,Not Married,Tier2,e-Wallet,5,F,call,7,9,4,6,5,2
303,304,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,3,F,call,6,6,7,10,3,2
304,305,8,Passives,Y,4,9,Married,Tier2,Card,6,M,m-comm,8,8,5,3,1,2
305,306,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,3,F,call,5,7,5,9,6,2
306,307,0,Detractor,N,4,7,Married,Tier1,Cash,7,M,call,4,10,10,7,6,2
307,308,6,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,1,F,call,9,10,4,4,4,2
310,311,0,Detractor,N,4,9,Married,Tier2,Cash,3,M,call,2,10,8,8,3,2
314,315,7,Passives,Y,4,6,Married,Tier3,Cash,1,M,call,4,9,4,8,7,2
315,316,2,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,4,F,call,8,5,3,1,2,2
329,330,8,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,8,7,6,5,5,2
333,334,0,Detractor,N,4,3,Not Married,Tier1,e-Wallet,1,F,call,5,9,2,4,2,2
334,335,0,Detractor,N,4,5,Married,Tier2,Cash,2,M,call,3,9,4,6,2,2
337,338,5,Detractor,N,4,9,Not Married,Tier2,e-Wallet,5,F,call,2,10,5,10,1,2
340,341,6,Detractor,N,4,1,Married,Tier2,Card,5,M,call,9,7,9,10,2,2
345,346,7,Passives,N,4,9,Not Married,Tier1,e-Wallet,2,F,e-comm,9,9,6,8,2,2
349,350,4,Detractor,N,4,8,Not Married,Tier2,e-Wallet,3,F,call,1,9,10,3,2,2
351,352,6,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,5,F,call,9,8,7,3,5,2
352,353,2,Detractor,N,4,6,Married,Tier2,Card,5,M,call,9,9,10,3,4,2
357,358,4,Detractor,N,4,6,Not Married,Tier1,e-Wallet,4,F,call,1,6,9,3,5,2
358,359,2,Detractor,N,4,9,Married,Tier2,Cash,2,M,call,4,5,7,1,3,2
361,362,6,Detractor,N,4,10,Not Married,Tier2,e-Wallet,1,F,call,9,10,5,5,4,2
363,364,4,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,2,F,call,3,7,4,2,1,2
369,370,2,Detractor,N,4,8,Not Married,Tier1,e-Wallet,1,F,call,2,8,4,9,3,2
370,371,3,Detractor,N,4,7,Married,Tier2,Cash,2,M,call,4,5,1,1,6,2
373,374,4,Detractor,N,4,7,Not Married,Tier2,e-Wallet,4,F,call,8,9,4,4,5,2
376,377,6,Detractor,N,4,9,Married,Tier2,Card,2,M,call,2,8,9,3,2,2
378,379,1,Detractor,N,4,7,Married,Tier1,Cash,1,M,call,4,9,10,8,6,2
379,380,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,6,F,call,3,10,8,3,2,2
383,384,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,1,F,call,5,8,2,4,7,2
384,385,1,Detractor,N,4,8,Married,Tier1,Card,3,M,call,1,10,7,6,6,2
386,387,9,Promoter,N,4,5,Married,Tier3,Cash,1,M,call,8,9,8,1,6,2
387,388,8,Passives,N,4,10,Not Married,Tier1,Ziggy Credit,7,F,e-comm,4,9,9,6,5,2
388,389,1,Detractor,N,4,7,Married,Tier2,Card,6,M,call,3,9,8,6,1,2
391,392,8,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,7,F,m-comm,6,7,2,3,2,2
395,396,8,Passives,Y,4,10,Not Married,Tier3,Ziggy Credit,2,F,call,6,9,6,3,2,2
398,399,9,Promoter,Y,4,10,Married,Tier3,Cash,6,M,call,5,10,4,9,1,2
399,400,8,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,4,F,e-comm,9,8,4,10,4,2
403,404,1,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,7,F,call,6,10,3,7,4,2
406,407,1,Detractor,N,4,4,Married,Tier2,Cash,4,M,call,6,9,4,1,6,2
407,408,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,7,10,8,9,6,2
408,409,6,Detractor,N,4,8,Married,Tier1,Card,1,M,call,6,6,3,1,4,2
414,415,6,Detractor,N,4,7,Married,Tier1,Cash,5,M,call,2,8,6,3,4,2
418,419,4,Detractor,N,4,1,Married,Tier2,Cash,7,M,call,10,9,4,2,4,2
419,420,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,6,F,call,5,9,2,7,4,2
421,422,3,Detractor,N,4,8,Not Married,Tier2,e-Wallet,6,F,call,4,7,1,3,1,2
422,423,9,Promoter,N,4,9,Married,Tier3,Cash,6,M,call,8,9,8,6,1,2
423,424,4,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,7,F,call,1,5,7,6,1,2
426,427,2,Detractor,N,4,3,Married,Tier1,Cash,2,M,call,3,6,9,6,4,2
427,428,1,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,5,F,call,7,6,2,1,5,2
430,431,6,Detractor,N,4,5,Married,Tier2,Cash,2,M,call,6,7,2,1,4,2
431,432,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,6,F,call,5,7,8,6,1,2
436,437,2,Detractor,N,4,10,Married,Tier2,Card,7,M,call,2,9,4,5,4,2
452,453,8,Passives,Y,4,9,Married,Tier3,Card,7,M,call,4,9,3,2,2,2
453,454,0,Detractor,N,4,9,Not Married,Tier1,e-Wallet,2,F,call,5,8,4,1,6,2
455,456,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,6,F,call,7,9,8,2,1,2
456,457,4,Detractor,N,4,8,Married,Tier1,Card,3,M,call,3,9,7,10,4,2
459,460,3,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,1,F,call,4,8,10,9,3,2
461,462,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,4,F,call,5,10,1,1,5,2
466,467,4,Detractor,N,4,2,Married,Tier2,Cash,5,M,call,7,6,7,2,4,2
468,469,5,Detractor,N,4,9,Married,Tier1,Card,2,M,call,7,8,9,4,2,2
472,473,5,Detractor,N,4,7,Married,Tier2,Card,4,M,call,2,7,4,1,6,2
473,474,8,Passives,Y,4,3,Not Married,Tier3,e-Wallet,1,F,call,4,10,6,3,7,2
474,475,5,Detractor,N,4,5,Married,Tier1,Cash,2,M,call,7,9,2,1,4,2
475,476,3,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,6,F,call,7,6,10,4,6,2
476,477,8,Passives,Y,4,1,Married,Tier3,Card,2,M,call,4,9,6,10,7,2
477,478,4,Detractor,N,4,2,Not Married,Tier1,e-Wallet,5,F,call,7,8,1,2,3,2
478,479,7,Passives,Y,4,2,Married,Tier2,Cash,7,M,m-comm,5,9,7,10,3,2
480,481,2,Detractor,N,4,1,Married,Tier1,Card,6,M,call,9,10,5,9,1,2
481,482,5,Detractor,N,4,1,Not Married,Tier2,e-Wallet,3,F,call,8,8,3,6,6,2
482,483,7,Passives,N,4,1,Married,Tier3,Cash,4,M,call,8,9,10,4,5,2
483,484,1,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,1,F,call,10,8,9,4,4,2
486,487,6,Detractor,N,4,5,Married,Tier1,Cash,1,M,call,2,8,2,3,4,2
488,489,8,Passives,Y,4,9,Married,Tier3,Card,5,M,call,7,10,7,5,1,2
489,490,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,6,F,call,2,6,10,5,1,2
490,491,5,Detractor,N,4,2,Married,Tier2,Cash,2,M,call,8,9,2,5,6,2
492,493,1,Detractor,N,4,9,Married,Tier1,Card,2,M,call,2,10,10,1,4,2
494,495,7,Passives,N,4,7,Married,Tier3,Cash,5,M,call,5,9,10,6,1,2
498,499,4,Detractor,N,4,8,Married,Tier1,Cash,1,M,call,4,5,4,1,5,2
500,501,7,Passives,N,4,8,Married,Tier3,Card,2,M,call,7,6,2,2,3,2
502,503,7,Passives,Y,4,8,Married,Tier2,Cash,7,M,m-comm,8,9,7,6,2,2
507,508,7,Passives,N,4,7,Not Married,Tier1,Ziggy Credit,3,F,e-comm,1,9,1,2,2,2
509,510,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,7,F,call,8,10,1,4,4,2
511,512,7,Passives,N,4,6,Not Married,Tier2,Ziggy Credit,6,F,m-comm,3,7,5,3,5,2
512,513,7,Passives,N,4,8,Married,Tier3,Card,1,M,call,5,8,5,3,1,2
513,514,2,Detractor,N,4,5,Not Married,Tier1,e-Wallet,7,F,call,5,9,9,7,3,2
514,515,7,Passives,Y,4,6,Married,Tier2,Cash,6,M,m-comm,9,8,6,3,4,2
515,516,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,8,10,8,2,6,2
516,517,2,Detractor,N,4,3,Married,Tier1,Card,1,M,call,3,9,5,6,4,2
519,520,5,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,5,F,call,9,9,5,1,5,2
528,529,4,Detractor,N,4,3,Married,Tier1,Card,7,M,call,3,6,3,7,6,2
529,530,4,Detractor,N,4,3,Not Married,Tier2,e-Wallet,1,F,call,7,8,2,9,5,2
533,534,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,5,F,call,8,7,9,3,3,2
534,535,8,Passives,Y,4,5,Married,Tier1,Cash,5,M,e-comm,4,9,1,2,2,2
541,542,2,Detractor,N,4,9,Not Married,Tier2,e-Wallet,5,F,call,2,6,8,4,1,2
543,544,2,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,1,F,call,6,6,1,2,4,2
546,547,6,Detractor,Y,4,1,Married,Tier1,Cash,6,M,call,8,8,9,5,6,2
550,551,7,Passives,Y,4,5,Married,Tier2,Cash,2,M,m-comm,4,8,6,9,7,2
552,553,3,Detractor,N,4,7,Married,Tier1,Card,3,M,call,5,10,8,8,1,2
554,555,8,Passives,Y,4,2,Married,Tier3,Cash,1,M,call,4,7,7,6,5,2
555,556,6,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,4,F,call,3,8,9,10,4,2
556,557,4,Detractor,N,4,6,Married,Tier2,Card,5,M,call,3,9,7,2,3,2
560,561,7,Passives,N,4,2,Married,Tier3,Card,2,M,call,6,6,3,7,4,2
561,562,3,Detractor,N,4,5,Not Married,Tier1,e-Wallet,4,F,call,7,10,2,9,5,2
562,563,0,Detractor,N,4,1,Married,Tier2,Cash,1,M,call,1,6,2,7,1,2
567,568,3,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,1,F,call,5,10,5,1,6,2
568,569,2,Detractor,N,4,5,Married,Tier2,Card,2,M,call,7,8,1,1,6,2
570,571,3,Detractor,N,4,1,Married,Tier1,Cash,3,M,call,10,8,1,6,1,2
572,573,7,Passives,Y,4,10,Married,Tier3,Card,2,M,call,4,9,7,9,5,2
573,574,3,Detractor,N,4,4,Not Married,Tier1,e-Wallet,3,F,call,2,9,3,7,4,2
582,583,1,Detractor,N,4,8,Married,Tier1,Cash,4,M,call,1,10,8,7,5,2
583,584,0,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,2,F,call,1,9,3,3,6,2
584,585,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,4,9,9,4,2,2
586,587,6,Detractor,N,4,2,Married,Tier2,Cash,2,M,call,10,8,4,8,3,2
588,589,6,Detractor,N,4,8,Married,Tier1,Card,1,M,call,8,10,3,9,1,2
591,592,2,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,1,F,call,5,7,2,9,1,2
596,597,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,7,9,4,9,3,2
597,598,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,3,F,call,7,9,6,2,4,2
598,599,6,Detractor,N,4,9,Married,Tier2,Cash,3,M,call,6,6,9,10,1,2
600,601,6,Detractor,N,4,5,Married,Tier1,Card,5,M,call,2,9,4,10,5,2
601,602,1,Detractor,N,4,5,Not Married,Tier2,e-Wallet,1,F,call,6,10,8,1,1,2
605,606,8,Passives,N,4,5,Not Married,Tier3,e-Wallet,2,F,call,5,6,2,5,1,2
607,608,2,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,4,F,call,3,6,1,6,1,2
610,611,8,Passives,Y,4,1,Married,Tier2,Cash,5,M,m-comm,5,7,6,2,2,2
611,612,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,2,F,call,6,7,1,9,2,2
612,613,4,Detractor,N,4,5,Married,Tier1,Card,5,M,call,10,10,6,1,3,2
616,617,4,Detractor,N,4,9,Married,Tier2,Card,6,M,call,10,6,3,8,6,2
618,619,2,Detractor,N,4,2,Married,Tier1,Cash,7,M,call,9,6,6,4,2,2
619,620,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,2,F,call,5,9,8,3,1,2
620,621,7,Passives,Y,4,7,Married,Tier3,Card,1,M,call,5,8,7,10,3,2
621,622,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,4,F,call,6,6,3,2,5,2
622,623,4,Detractor,N,4,3,Married,Tier2,Cash,3,M,call,10,9,9,2,2,2
628,629,4,Detractor,N,4,7,Married,Tier2,Card,7,M,call,2,7,1,5,6,2
